"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-21.6371989864473,4.835319011782,-4.47482346743306,0.00000766437127344076
"iwendy",0.011363172147453,0.00240895809104121,4.71704849898055,0.00000239938904060862
"unemp",0.653009476622049,0.0279517243031436,23.3620462744979,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000461559994364647
